UNIQUE_id,UNIQUE_num_records,ELIGIBLE_consent,CONNECTION_social_days_friends_p7d_grouped,LONELY_direct
cscs_00385,1,Yes,NA,NA
cscs_00386,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_00387,1,Yes,Some days (1 - 3 days),NA
cscs_00388,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00389,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00390,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_00391,1,Yes,Some days (1 - 3 days),NA
cscs_00392,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_00394,1,Yes,NA,NA
cscs_00395,1,Yes,NA,NA
cscs_00398,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00399,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_00400,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00401,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00402,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00403,1,Yes,NA,NA
cscs_00404,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_00405,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_00406,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_00407,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_00408,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_00409,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_00410,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00411,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_00413,3,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00413,3,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00413,3,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_00415,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_00416,3,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00416,3,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_00416,3,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_00417,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00418,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00420,1,Yes,Some days (1 - 3 days),NA
cscs_00421,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00422,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_00423,1,Yes,NA,NA
cscs_00424,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00425,1,Yes,None (0 Days),NA
cscs_00426,3,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00426,3,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00427,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00428,1,Yes,NA,NA
cscs_00429,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_00430,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00431,3,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00431,3,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00431,3,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00432,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00433,1,Yes,Most days (4 - 6 days),All of the time (e.g. 5-7 days)]
cscs_00434,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_00436,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00437,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00438,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00439,1,Yes,NA,Presented but no response
cscs_00440,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_00441,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_00442,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_00443,1,Yes,Some days (1 - 3 days),NA
cscs_00444,4,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00444,4,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00444,4,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_00444,4,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00445,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00446,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00447,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00448,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00450,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_00451,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00452,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_00453,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_00454,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_00455,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00456,1,Yes,NA,NA
cscs_00457,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_00458,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00459,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00460,1,Yes,NA,NA
cscs_00462,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_00463,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00464,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00465,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00466,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00467,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_00468,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00469,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_00470,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00471,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00472,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_00473,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00474,2,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00474,2,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00475,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00476,1,Yes,NA,NA
cscs_00478,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_00479,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_00480,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00481,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00482,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_00483,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00484,1,Yes,NA,NA
cscs_00485,1,Yes,Some days (1 - 3 days),NA
cscs_00486,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_00487,3,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00487,3,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00488,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_00489,1,Yes,Some days (1 - 3 days),NA
cscs_00490,1,Yes,NA,NA
cscs_00491,1,Yes,NA,NA
cscs_00492,1,Yes,NA,NA
cscs_00493,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00494,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00495,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_00497,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_00498,1,Yes,NA,NA
cscs_00500,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_00501,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_00502,1,Yes,NA,NA
cscs_00503,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00504,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00505,1,Yes,NA,NA
cscs_00506,1,Yes,NA,NA
cscs_00507,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_00508,1,Yes,NA,NA
cscs_00509,1,Yes,Every day (7 days),Presented but no response
cscs_00510,1,Yes,NA,NA
cscs_00511,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00512,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00514,1,Yes,NA,NA
cscs_00515,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00516,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00517,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00518,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00519,1,Yes,NA,NA
cscs_00520,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00522,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00523,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00526,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_00527,1,Yes,NA,NA
cscs_00528,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_00529,3,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_00529,3,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00529,3,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00530,1,Yes,NA,NA
cscs_00531,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00532,1,Yes,NA,NA
cscs_00533,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00535,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_00537,1,Yes,NA,NA
cscs_00538,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_00539,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00540,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00541,1,Yes,NA,NA
cscs_00542,1,Yes,NA,NA
cscs_00543,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00544,3,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00544,3,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00544,3,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_00545,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_00546,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_00547,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00548,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00549,1,Yes,NA,NA
cscs_00551,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_00552,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_00554,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_00555,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00556,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_00557,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00558,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_00560,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00561,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_00562,1,Yes,NA,NA
cscs_00563,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00564,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00565,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_00566,3,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00566,3,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00566,3,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00567,1,Yes,NA,NA
cscs_00568,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_00570,1,Yes,Every day (7 days),NA
cscs_00571,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00572,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_00573,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00574,1,Yes,NA,NA
cscs_00575,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00576,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_00577,1,Yes,NA,Rarely (e.g. less than 1 day)
cscs_00578,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_00579,1,Yes,Most days (4 - 6 days),All of the time (e.g. 5-7 days)]
cscs_00580,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_00581,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_00582,1,Yes,NA,NA
cscs_00583,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00585,1,Yes,NA,NA
cscs_00587,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00588,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00589,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00590,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_00591,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_00592,2,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_00592,2,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00594,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00595,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00596,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_00597,1,Yes,Most days (4 - 6 days),All of the time (e.g. 5-7 days)]
cscs_00598,1,Yes,NA,Presented but no response
cscs_00599,1,Yes,Presented but no response,Some or a little of the time (e.g. 1-2 days)
cscs_00600,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00601,1,Yes,Some days (1 - 3 days),NA
cscs_00602,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_00603,1,Yes,NA,NA
cscs_00604,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_00605,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_00606,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00607,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_00608,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00609,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_00610,1,Yes,NA,NA
cscs_00611,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_00612,1,Yes,Some days (1 - 3 days),NA
cscs_00613,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00614,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00616,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00617,1,Yes,NA,NA
cscs_00618,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_00619,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00620,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00621,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_00622,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00623,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_00624,1,Yes,NA,NA
cscs_00625,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_00626,1,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00627,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_00628,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00629,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00630,3,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00630,3,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00630,3,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00631,1,Yes,NA,NA
cscs_00632,1,Yes,NA,NA
cscs_00633,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00634,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00635,3,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00635,3,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00635,3,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00636,3,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00636,3,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00636,3,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00637,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_00638,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_00639,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_00640,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00641,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_00642,2,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_00643,3,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_00643,3,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00643,3,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00644,1,Yes,NA,NA
cscs_00645,1,Yes,NA,NA
cscs_00646,1,Yes,Every day (7 days),All of the time (e.g. 5-7 days)]
cscs_00647,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00648,1,Yes,Most days (4 - 6 days),All of the time (e.g. 5-7 days)]
cscs_00649,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_00650,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00651,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_00652,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_00653,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_00654,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_00655,1,Yes,NA,NA
cscs_00656,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00657,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00658,2,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_00658,2,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_00659,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00660,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_00661,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00662,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00663,1,Yes,NA,NA
cscs_00664,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00665,1,Yes,NA,NA
cscs_00666,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00667,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_00668,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00669,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_00670,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_00671,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_00672,1,Yes,NA,NA
cscs_00673,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_00674,1,Yes,NA,NA
cscs_00675,1,Yes,Most days (4 - 6 days),All of the time (e.g. 5-7 days)]
cscs_00676,1,Yes,NA,NA
cscs_00677,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_00678,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_00679,1,Yes,NA,NA
cscs_00680,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_00681,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_00682,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_00683,1,Yes,NA,NA
cscs_00684,1,Yes,NA,Rarely (e.g. less than 1 day)
cscs_00685,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
